files,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,labels
<DirEntry 'blues.00092.wav'>,0.03231153023491879,918.5851689491242,1600.3266726181844,-332.4126892089844,128.06752014160156,28.91122055053711,41.81930923461914,31.2651424407959,23.322647094726562,5.815549373626709,9.009305953979492,-3.875854253768921,3.732431411743164,-0.8626899719238281,-0.4327590763568878,1.5098413228988647,<DirEntry 'blues
<DirEntry 'country.00076.wav'>,0.06649877042246713,1321.163087522188,2589.16366824971,-184.02577209472656,159.8464813232422,-23.11870574951172,43.00631332397461,-9.449420928955078,8.79450798034668,-1.6215797662734985,4.325510501861572,-13.346609115600586,0.8088532090187073,-13.964398384094238,1.4381047487258911,-7.371565818786621,<DirEntry 'country
<DirEntry 'country.00062.wav'>,0.10233551757057231,2166.471557095469,4793.6190930430685,-94.11489868164062,109.19517517089844,-11.852444648742676,41.57529830932617,-19.483413696289062,23.837045669555664,-19.9287109375,20.376190185546875,-17.292415618896484,16.56681251525879,-10.201798439025879,9.3903169631958,-10.049055099487305,<DirEntry 'country
<DirEntry 'pop.00032.wav'>,0.22864062197892498,4225.533439474343,8483.474172074391,-113.11221313476562,41.596046447753906,21.5180606842041,11.100334167480469,17.437881469726562,0.6109429001808167,3.0286965370178223,0.08602704852819443,3.453745126724243,0.28980472683906555,0.6200562715530396,1.2606357336044312,2.9002022743225098,<DirEntry 'pop
<DirEntry 'country.00089.wav'>,0.052491933729698376,1321.5949691094015,2583.801184563515,-205.0475616455078,141.002685546875,-8.973264694213867,36.977928161621094,6.429158687591553,14.879152297973633,-4.315715789794922,12.230697631835938,-11.440384864807129,11.854239463806152,-7.894021511077881,9.913314819335938,-2.3496451377868652,<DirEntry 'country
<DirEntry 'pop.00026.wav'>,0.10349447747486465,2525.4194470062757,5552.776915512616,-73.32221221923828,97.48885345458984,16.858400344848633,-0.5870172381401062,7.188520908355713,4.874156475067139,0.7597467303276062,-5.546975135803223,1.0016084909439087,4.935908317565918,-5.822524547576904,-4.9180097579956055,-0.025516660884022713,<DirEntry 'pop
<DirEntry 'metal.00037.wav'>,0.12360086463167054,2292.3824232586726,4819.981862220852,-79.0542984008789,106.82528686523438,-38.750370025634766,39.86202621459961,-26.75840187072754,32.4776496887207,-15.028121948242188,29.70882225036621,-11.373498916625977,13.774845123291016,-14.504782676696777,16.166759490966797,-3.073824167251587,<DirEntry 'metal
<DirEntry 'rock.00038.wav'>,0.14055017052051083,2794.957193727644,5862.41455078125,-15.90069580078125,67.15052032470703,-20.123926162719727,15.575632095336914,4.801239490509033,10.82636833190918,5.956949710845947,11.79601001739502,-0.39812609553337097,5.653122901916504,0.11358798295259476,1.0963842868804932,-1.7399611473083496,<DirEntry 'rock
<DirEntry 'metal.00023.wav'>,0.131706408908546,2575.0973006339213,5056.588964617169,-43.77534103393555,82.79747009277344,-29.634504318237305,70.42649841308594,-21.615732192993164,31.16362190246582,2.071406126022339,28.895235061645508,-2.701939821243286,19.904191970825195,-6.939986228942871,19.14306640625,-7.378290176391602,<DirEntry 'metal
<DirEntry 'rock.00004.wav'>,0.04107944520978345,1345.6930613276418,2938.9907872317285,-127.94886779785156,134.445068359375,1.018328070640564,54.44925308227539,-0.454010546207428,35.81970977783203,-10.859723091125488,16.39126205444336,-10.03281021118164,6.5908708572387695,-6.69504976272583,11.037278175354004,-8.381531715393066,<DirEntry 'rock
<DirEntry 'disco.00084.wav'>,0.15141816814095127,2455.0657634698086,4725.996841466067,-197.17401123046875,83.358642578125,-38.59444046020508,43.69131088256836,-7.317381381988525,25.640268325805664,-8.676218032836914,13.382078170776367,-12.168119430541992,12.15982437133789,-12.058865547180176,10.61604118347168,-2.4146556854248047,<DirEntry 'disco
<DirEntry 'reggae.00056.wav'>,0.08315697807907967,2173.790199981531,4658.666029219838,-162.47735595703125,98.5069351196289,-1.6438144445419312,20.825223922729492,12.042280197143555,11.752096176147461,6.091517925262451,4.969570159912109,1.686585545539856,3.040506362915039,-0.8701565265655518,4.116955757141113,3.4194490909576416,<DirEntry 'reggae
<DirEntry 'reggae.00042.wav'>,0.105634531491686,2479.6656661783977,5046.729988399072,-174.84597778320312,79.33828735351562,-24.309268951416016,17.974193572998047,24.497459411621094,15.721484184265137,7.467414855957031,4.228150367736816,3.925045967102051,4.810357570648193,2.769103765487671,1.7302075624465942,-2.3367011547088623,<DirEntry 'reggae
<DirEntry 'rock.00010.wav'>,0.07170823665893271,1857.9488683792245,4191.638665077581,-108.91386413574219,114.95105743408203,-5.211310386657715,46.18878936767578,-9.133746147155762,20.5158634185791,-17.023136138916016,24.219799041748047,-8.048905372619629,13.437288284301758,-18.375913619995117,8.582783699035645,-11.399687767028809,<DirEntry 'rock
<DirEntry 'disco.00090.wav'>,0.14611353804137664,2574.4543432000123,5458.450494398927,-125.63773345947266,88.5358657836914,-16.74924659729004,42.78751754760742,-9.902899742126465,29.152265548706055,-19.360279083251953,20.458951950073242,-16.478580474853516,15.016833305358887,-8.755143165588379,12.770605087280273,-7.7537150382995605,<DirEntry 'disco
<DirEntry 'reggae.00095.wav'>,0.1031685790071539,2617.0246825399286,5718.972275594548,-69.00836181640625,79.14764404296875,13.090505599975586,29.389801025390625,0.28301823139190674,4.157033920288086,-0.4378511905670166,0.18406035006046295,2.808901786804199,0.6066119074821472,-2.8005456924438477,-0.5115620493888855,-3.1768956184387207,<DirEntry 'reggae
<DirEntry 'disco.00047.wav'>,0.08700922636310905,1710.8693138583706,3238.8901854335845,-280.81011962890625,120.82487487792969,-37.62156295776367,28.721214294433594,-10.790938377380371,-6.399467468261719,-13.801727294921875,-4.0739874839782715,-14.835254669189453,4.801026821136475,-20.16977310180664,-5.097657203674316,-6.788316249847412,<DirEntry 'disco
<DirEntry 'jazz.00003.wav'>,0.044649978248259864,813.063333673506,1416.5533574717228,-297.3196105957031,193.09739685058594,10.208951950073242,-1.628380537033081,3.3884060382843018,9.98655891418457,-7.244643688201904,4.6848931312561035,-5.383337497711182,-2.8617846965789795,-10.222763061523438,0.3698996603488922,-4.964565753936768,<DirEntry 'jazz
<DirEntry 'disco.00053.wav'>,0.15421266253383603,3078.378082558208,6405.545051025957,-108.52073669433594,69.9716796875,14.881099700927734,45.51457977294922,-5.3783440589904785,41.798561096191406,-13.52343463897705,32.56643295288086,-20.38680648803711,23.4368896484375,-12.135613441467285,18.003036499023438,-9.030098915100098,<DirEntry 'disco
<DirEntry 'jazz.00017.wav'>,0.08414373670726992,1934.1648175694993,4326.8581877175175,-233.11151123046875,105.91509246826172,-2.662992000579834,37.43234634399414,-8.161619186401367,15.732985496520996,-15.06935977935791,8.364773750305176,-16.37989044189453,8.640556335449219,-9.369956016540527,7.103403091430664,-5.988558292388916,<DirEntry 'jazz
<DirEntry 'reggae.00081.wav'>,0.09938166147041763,2566.692787337276,5313.538532301334,-115.7071762084961,67.07564544677734,1.8735255002975464,29.089332580566406,4.004096031188965,12.03947639465332,14.017004013061523,14.940317153930664,2.313584566116333,17.086957931518555,7.597496032714844,4.998960018157959,8.534348487854004,<DirEntry 'reggae
<DirEntry 'jazz.00001.wav'>,0.059293884135730855,1266.5828637839497,2410.8277783316416,-345.7215270996094,146.97283935546875,-0.5235283374786377,22.641021728515625,5.81040096282959,10.366902351379395,-0.14916503429412842,-1.714682936668396,-6.115182876586914,-0.5192581415176392,1.0352267026901245,1.2212328910827637,-1.930119276046753,<DirEntry 'jazz
<DirEntry 'disco.00045.wav'>,0.10971902491782676,2248.0037505885975,4609.537684889791,-81.27337646484375,106.47810363769531,-9.53958797454834,17.967941284179688,3.011126756668091,8.301750183105469,3.8891749382019043,4.249683856964111,-3.741935968399048,-2.0738635063171387,-2.2084693908691406,-4.5915937423706055,-1.1644108295440674,<DirEntry 'disco
<DirEntry 'reggae.00097.wav'>,0.09398639912026295,2006.8922114716922,4136.972973462877,-142.7797088623047,103.12828826904297,-15.233026504516602,38.27574920654297,-13.001493453979492,2.755908489227295,-1.6653071641921997,-3.438277244567871,-4.4569292068481445,-9.29419994354248,-10.123963356018066,-2.115064859390259,-4.457651138305664,<DirEntry 'reggae
<DirEntry 'reggae.00083.wav'>,0.0711814367024362,1366.30603509098,2562.7176306917054,-285.81231689453125,138.70361328125,19.844240188598633,35.236961364746094,-8.027189254760742,7.085638523101807,5.4034833908081055,-3.1911048889160156,-1.1556780338287354,3.193619966506958,1.4858726263046265,-4.05458402633667,-6.334854602813721,<DirEntry 'reggae
<DirEntry 'jazz.00015.wav'>,0.07355637930201082,1782.2239999032217,3811.943178110499,-199.97598266601562,117.2345962524414,-12.375934600830078,39.11137390136719,-6.351594924926758,16.529190063476562,-17.303377151489258,13.625558853149414,-17.663639068603516,14.037738800048828,-10.2039213180542,12.18307876586914,-6.708655834197998,<DirEntry 'jazz
<DirEntry 'disco.00051.wav'>,0.15762987601508122,2650.631198195173,5370.785543702871,-77.22457122802734,89.3870620727539,-34.23939514160156,38.70130920410156,-22.256704330444336,31.255939483642578,-16.383634567260742,22.336254119873047,-16.026412963867188,19.280406951904297,-13.238133430480957,16.733848571777344,-10.388744354248047,<DirEntry 'disco
<DirEntry 'disco.00079.wav'>,0.09976307219160867,2292.2755481579,5038.344862510876,-154.6035919189453,97.93429565429688,-10.353409767150879,39.13413619995117,-11.218114852905273,24.108247756958008,-11.855422973632812,24.201427459716797,-13.45691967010498,20.55890464782715,-8.318840026855469,5.885748386383057,-9.68874740600586,<DirEntry 'disco
<DirEntry 'jazz.00029.wav'>,0.09937373114849188,2235.3435388941803,4683.929655778712,-232.9287567138672,93.8222427368164,-16.178241729736328,49.586090087890625,-13.944541931152344,13.493356704711914,-11.8251314163208,13.293219566345215,-25.817182540893555,17.375320434570312,-13.314111709594727,9.28391170501709,-5.486600399017334,<DirEntry 'jazz
<DirEntry 'metal.00009.wav'>,0.09464725928074245,2250.699842376685,5112.145627900232,3.686079978942871,104.75930786132812,-0.8379946351051331,55.92549514770508,-29.237565994262695,31.2514705657959,-14.190140724182129,20.225614547729492,-8.274617195129395,15.182636260986328,-14.596808433532715,15.665143966674805,-12.993654251098633,<DirEntry 'metal
<DirEntry 'reggae.00054.wav'>,0.10157722774071926,2542.6153583405116,5477.87700750435,-182.2023468017578,83.47661590576172,4.896835803985596,12.707845687866211,30.082263946533203,17.21510887145996,6.104061603546143,7.693119049072266,7.143253326416016,8.879247665405273,-2.1418488025665283,5.727442264556885,1.4597899913787842,<DirEntry 'reggae
<DirEntry 'disco.00086.wav'>,0.09446561714520495,1867.6993341872776,3803.774550010876,-95.77294158935547,122.08123016357422,-29.350683212280273,50.34695053100586,-11.96495532989502,28.414884567260742,-7.060164928436279,11.874755859375,-8.62287425994873,11.584834098815918,-18.41213035583496,6.880553722381592,-11.665752410888672,<DirEntry 'disco
<DirEntry 'rock.00006.wav'>,0.08730529171500387,1676.1187569165345,3255.085885386456,-98.35863494873047,136.56776428222656,-46.69626235961914,46.458587646484375,-17.120960235595703,10.5321626663208,-14.555085182189941,16.543954849243164,-12.294144630432129,3.7012367248535156,-12.640328407287598,2.943016290664673,-12.501708030700684,<DirEntry 'rock
<DirEntry 'disco.00092.wav'>,0.11746997051430781,2457.290748385778,5267.499444877465,-123.78594207763672,89.85279083251953,-1.8458983898162842,51.16405487060547,-16.249345779418945,28.269474029541016,-12.481654167175293,19.02971839904785,-13.272455215454102,18.480104446411133,-13.771010398864746,12.864142417907715,-8.75574016571045,<DirEntry 'disco
<DirEntry 'rock.00012.wav'>,0.0682249371616396,1863.6767997588179,3986.1156490175463,-204.57351684570312,106.97721099853516,-10.207574844360352,45.58831787109375,3.0321736335754395,24.00311851501465,-7.5036749839782715,20.072660446166992,-5.162976264953613,8.743988037109375,-10.10770320892334,4.366062164306641,-6.955887794494629,<DirEntry 'rock
<DirEntry 'reggae.00040.wav'>,0.1010474067092034,2032.3811629087336,3838.9554406540024,-296.11846923828125,93.1721420288086,-31.413137435913086,29.50409698486328,-18.939682006835938,1.9510140419006348,-19.488649368286133,-6.231461524963379,-24.005218505859375,-7.084201812744141,-14.191967964172363,3.276822328567505,-10.590967178344727,<DirEntry 'reggae
<DirEntry 'metal.00035.wav'>,0.16275324161349575,2836.907115108013,5615.203220163863,13.521512985229492,78.02088165283203,-32.99618911743164,55.545257568359375,-9.967193603515625,35.40666198730469,-17.641979217529297,29.054088592529297,-11.244331359863281,14.013154983520508,-10.087664604187012,16.531084060668945,-8.481301307678223,<DirEntry 'metal
<DirEntry 'reggae.00068.wav'>,0.07783120045436968,2104.4628968567395,4379.8585117278135,-194.73463439941406,83.06121826171875,-0.762787938117981,32.32048034667969,2.7942259311676025,23.182392120361328,2.992729902267456,14.241740226745605,8.548837661743164,10.435962677001953,7.0649824142456055,8.808732986450195,1.4133789539337158,<DirEntry 'reggae
